USER,BASIN,PRIORITY,WATER_RIGHT_TYPE,RIPARIAN,NULL_DEMAND,MAY_SEPT_ZERO_DEMAND,2021-05,2021-06,2021-07,2021-08,2021-09,2021-11
S015901,L_19_MSRR,10000000,Statement of Div and Use,Y,N,N,0.85,0.00099,0.00099,0.00099,0.00099,0.144666667
S024349,L_19_MSRR,10000000,Statement of Div and Use,Y,N,N,0.093333333,0.093333333,0.093333333,0.093333333,0.046666667,0.00099
S015214,L_19_MSRR,10000000,Statement of Div and Use,Y,N,N,0.04,0.216666667,0.366666667,0.283333333,0.366666667,0.066666667
S015900,L_19_MSRR,10000000,Statement of Div and Use,Y,N,N,0.833333333,0.266666667,0.1,0.333333333,0.5,0.333333333
S014910,L_19_MSRR,10000000,Statement of Div and Use,Y,N,N,0.371333333,0.00099,1.470666667,0.445666667,1.512,0.00099
S008582,L_20,10000000,Statement of Div and Use,Y,N,N,0.000485667,0.000485667,0.000485667,0.000485667,0.000485667,0.0000573
S024769,L_20,10000000,Statement of Div and Use,Y,N,N,0.014833069,0.010587775,0.004398739,0.00099,0.00099,0.00099
S008583,L_20,10000000,Statement of Div and Use,Y,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099,0.00099
S008584,L_20,10000000,Statement of Div and Use,Y,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099,0.00099
S008585,L_20,10000000,Statement of Div and Use,Y,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099,0.000204667
S008587,L_20,10000000,Statement of Div and Use,Y,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099,0.00099
S018671,L_20,10000000,Statement of Div and Use,Y,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099,0.000562667
S018677,L_20,10000000,Statement of Div and Use,Y,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099,0.03386
S026496,L_20,10000000,Statement of Div and Use,Y,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099,0.000879667
S008586,L_20,10000000,Statement of Div and Use,Y,N,N,0.001227667,0.001534667,0.00179,0.00179,0.001739,0.007774667
S026781,L_20,10000000,Statement of Div and Use,Y,N,N,0.0025,0.0025,0.0025,0.0025,0.0025,0.020766333
S008590,L_20,10000000,Statement of Div and Use,Y,N,N,0.003580667,0.003580667,0.003580667,0.003580667,0.002557667,0.097693
S008588,L_20,10000000,Statement of Div and Use,Y,N,N,0.003785,0.003785,0.003785,0.003785,0.002762,0.046647
S024770,L_20,10000000,Statement of Div and Use,Y,N,N,0.00099,0.004500924,0.003805532,0.003631591,0.003790225,0.00099
S018674,L_20,10000000,Statement of Div and Use,Y,N,N,0.0051,0.0051,0.0051,0.0051,0.0051,0.0045
S008592,L_20,10000000,Statement of Div and Use,Y,N,N,0.011763667,0.011763667,0.011763667,0.011763667,0.011763667,0.00099
S008591,L_20,10000000,Statement of Div and Use,Y,N,N,0.015242,0.015242,0.015242,0.015242,0.015242,0.009820404
S027438,L_20,10000000,Statement of Div and Use,Y,N,N,0.007672218,0.015344437,0.03375776,0.03375776,0.03375776,0.007058331
S027500,L_20,10000000,Statement of Div and Use,Y,N,N,0.007672218,0.015344437,0.03375776,0.03375776,0.03375776,0.00099
S008589,L_20,10000000,Statement of Div and Use,Y,N,N,0.066697333,0.056979,0.056979,0.065981,0.051956333,0.052201333
S026735,L_20,10000000,Statement of Div and Use,Y,N,N,0.052201333,0.052201333,0.052201333,0.052201333,0.052201333,0.0025
S026903,L_20,10000000,Statement of Div and Use,Y,N,N,0.073653308,0.08592886,0.088997748,0.088997748,0.076722196,0.03068888
S009324,L_20,10000000,Statement of Div and Use,Y,N,N,0.062401,0.062401,0.093089667,0.093601,0.093601,0.00099
S008593,L_20,10000000,Statement of Div and Use,Y,N,N,0.217379333,0.283872,0.265970333,0.258809667,0.258809667,0.00099
S001181,L_21,10000000,Statement of Div and Use,Y,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099,0.00099
S004460,L_21,10000000,Statement of Div and Use,Y,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099,0.00099
S015908,L_21,10000000,Statement of Div and Use,Y,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099,0.00099
S015948,L_21,10000000,Statement of Div and Use,Y,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099,0.009
S022559,L_21,10000000,Statement of Div and Use,Y,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099,0.046
S022560,L_21,10000000,Statement of Div and Use,Y,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099,0.333333333
S022561,L_21,10000000,Statement of Div and Use,Y,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099,0.00099
S024280,L_21,10000000,Statement of Div and Use,Y,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099,0.00099
S004341,L_21,10000000,Statement of Div and Use,Y,N,N,0.00099,0.00099,0.001022667,0.002148333,0.001534333,0.00099
S025816,L_21,10000000,Statement of Div and Use,Y,N,N,0.033758,0.033758,0.033758,0.033758,0.033758,0.00099
S014479,L_21,10000000,Statement of Div and Use,Y,N,N,0.0138,0.0138,0.046,0.046,0.046,0.00099
S013850,L_21,10000000,Statement of Div and Use,Y,N,N,0.094333333,0.116833333,0.212666667,0.225566667,0.2116,0.613943333
S025197,L_21,10000000,Statement of Div and Use,Y,N,N,0.636517667,0.654757333,0.787263667,0.740082333,0.589993333,0.033758
S024131,L_21_MSRR,10000000,Statement of Div and Use,Y,N,N,0.00099,0.000613777,0.006178693,0.006178693,0.006137775,0.00099
S016778,L_23,10000000,Statement of Div and Use,Y,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099,0.00099
S016779,L_23,10000000,Statement of Div and Use,Y,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099,0.366666667
S019762,L_23,10000000,Statement of Div and Use,Y,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099,0.056666667
S019205,L_23,10000000,Statement of Div and Use,Y,N,N,0.00099,0.033333333,0.00099,0.00099,0.00099,1.8
S014070,L_23,10000000,Statement of Div and Use,Y,N,N,1.166666667,5.233333333,9.466666667,17.73333333,11.3,0.00099
S025698,L_24,10000000,Statement of Div and Use,Y,N,N,0.000358037,0.00099,0.000716074,0.000716074,0.000716074,0.3
S015981,L_24,10000000,Statement of Div and Use,Y,Y,Y,0.000099,0.000099,0.00099,0.00099,0.00099,0.00099
S027768,L_24,10000000,Statement of Div and Use,Y,Y,Y,0.000099,0.000099,0.00099,0.00099,0.00099,0.1
S014076,L_24,10000000,Statement of Div and Use,Y,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099,0.00099
S015886,L_24,10000000,Statement of Div and Use,Y,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099,0.033333333
S015887,L_24,10000000,Statement of Div and Use,Y,N,N,0.00099,0.00099,0.00099,0.00099,0.00099,0.00099
S015895,L_24,10000000,Statement of Div and Use,Y,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099,0.00099
S016025,L_24,10000000,Statement of Div and Use,Y,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099,0.00099
S016328,L_24,10000000,Statement of Div and Use,Y,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099,0.00099
S019190,L_24,10000000,Statement of Div and Use,Y,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099,0.00099
S023707,L_24,10000000,Statement of Div and Use,Y,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099,0.3
S025689,L_24,10000000,Statement of Div and Use,Y,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099,0.00099
S025675,L_24,10000000,Statement of Div and Use,Y,N,N,0.0007675,0.000921,0.003069,0.001688,0.00099,0.00099
S025471,L_24,10000000,Statement of Div and Use,Y,N,N,0.001534,0.001534,0.003068,0.001534,0.001534,0.00099
S025769,L_24,10000000,Statement of Div and Use,Y,N,N,0.001534,0.001534,0.0015345,0.0015345,0.0015345,0.00099
S025883,L_24,10000000,Statement of Div and Use,Y,N,N,0.001579,0.001579,0.001579,0.001579,0.001579,0.00099
S027965,L_24,10000000,Statement of Div and Use,Y,N,N,0.0029025,0.0029025,0.0029025,0.0029025,0.0029025,0.00099
S027326,L_24,10000000,Statement of Div and Use,Y,N,N,0.006138,0.006905,0.006905,0.006905,0.006905,0.000614
S027456,L_24,10000000,Statement of Div and Use,Y,N,N,0.021482,0.022505,0.022505,0.022505,0.020459,0.00099
S025827,L_24,10000000,Statement of Div and Use,Y,N,N,0.01,0.016666667,0.016666667,0.023333333,0.023333333,0.00099
S022128,L_24,10000000,Statement of Div and Use,Y,N,N,0.00099,0.00099,0.062359667,0.129112333,0.03288,0.034525
S025891,L_24,10000000,Statement of Div and Use,Y,N,N,0.034525,0.034525,0.034525,0.034525,0.034525,0.006138
S015885,L_24,10000000,Statement of Div and Use,Y,N,N,0.05,0.05,0.05,0.05,0.05,0.016367333
S015997,L_24,10000000,Statement of Div and Use,Y,N,N,0.233333333,0.633333333,0.066666667,0.1,0.133333333,0.00099
S014075,L_24,10000000,Statement of Div and Use,Y,N,N,0.42,6.896666667,11.29,15.91333333,4.756666667,0.0029025
S009689,L_24_LSR,10000000,Statement of Div and Use,Y,Y,Y,0.000099,0.000099,0.00099,0.00099,0.00099,0.00099
S014096,L_24_LSR,10000000,Statement of Div and Use,Y,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099,0.00099
S014097,L_24_LSR,10000000,Statement of Div and Use,Y,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099,0.00099
S016682,L_24_LSR,10000000,Statement of Div and Use,Y,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099,0.00099
S016683,L_24_LSR,10000000,Statement of Div and Use,Y,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099,0.00099
S022607,L_24_LSR,10000000,Statement of Div and Use,Y,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099,0.00099
S015460,L_24_LSR,10000000,Statement of Div and Use,Y,N,N,0.033333333,0.00099,0.033333333,0.00099,0.00099,0.00099
S016731,L_24_LSR,10000000,Statement of Div and Use,Y,N,N,0.118286667,0.00099,0.110016667,0.202453,0.245119,0.00099
S015273,L_24_LSR,10000000,Statement of Div and Use,Y,N,N,0.115856667,0.126691333,0.263712333,0.22842,0.300936667,0.00099
S026919,L_24_LSR,10000000,Statement of Div and Use,Y,N,N,0.02,0.356666667,1.226666667,0.283333333,0.533333333,0.00099
S000549,L_25,10000000,Statement of Div and Use,Y,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099,0.00099
S015872,L_25,10000000,Statement of Div and Use,Y,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099,0.00099
S022713,L_25,10000000,Statement of Div and Use,Y,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099,0.00099
S023849,L_25,10000000,Statement of Div and Use,Y,N,N,1.3,1.4,1.266666667,1.833333333,0.333333333,0.6
S019697,L_26,10000000,Statement of Div and Use,Y,Y,Y,0.000099,0.000099,0.00099,0.00099,0.00099,0.00099
S000632,L_26,10000000,Statement of Div and Use,Y,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099,0.00099
S026639,L_26,10000000,Statement of Div and Use,Y,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099,0.00099
S024858,L_27,10000000,Statement of Div and Use,Y,N,N,0.466666667,0.233333333,0.00099,0.00099,0.00099,0.00099
S016853,L_27,10000000,Statement of Div and Use,Y,N,N,0.1,0.00099,0.00099,0.00099,0.00099,0.00099
S002929,L_27,10000000,Statement of Div and Use,Y,Y,Y,0.000099,0.000099,0.00099,0.00099,0.00099,1.333333333
S000093,L_27,10000000,Statement of Div and Use,Y,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099,1.266666667
S019232,L_27,10000000,Statement of Div and Use,Y,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099,0.00099
S019312,L_27,10000000,Statement of Div and Use,Y,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099,0.00099
S022832,L_27,10000000,Statement of Div and Use,Y,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099,0.00099
S027385,L_27,10000000,Statement of Div and Use,Y,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099,0.00099
S016699,L_28,10000000,Statement of Div and Use,Y,N,N,0.003140333,0.003621333,0.002721,0.000695667,0.00099,0.333333333
S015821,L_28,10000000,Statement of Div and Use,Y,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099,0.00099
S016700,L_28,10000000,Statement of Div and Use,Y,N,N,0.012377667,0.01782,0.015191,0.005063333,0.005258,0.001186667
S027654,L_28,10000000,Statement of Div and Use,Y,N,N,0.00099,0.015,0.02,0.025,0.025,0.00099
